Date,Open,High,Low,Close,Adj Close,Volume
2018-12-31,80.91999816894531,82.05000305175781,80.55000305175781,81.56999969482422,79.2946548461914,458100
2019-01-02,80.5999984741211,82.0199966430664,80.56999969482422,81.0,78.74056243896484,822600
2019-01-03,81.91999816894531,81.91999816894531,78.66000366210938,78.81999969482422,76.62136840820312,1058100
2019-01-04,80.02999877929688,82.3499984741211,79.36000061035156,81.94999694824219,79.66405487060547,1382000
2019-01-07,79.97000122070312,80.95999908447266,79.04000091552734,79.80999755859375,77.58374786376953,1418800
2019-01-08,80.37000274658203,80.9800033569336,78.9000015258789,79.58000183105469,77.36017608642578,1105400
2019-01-09,80.01000213623047,80.55999755859375,79.4800033569336,79.97000122070312,77.73928833007812,896600
2019-01-10,79.83000183105469,80.68000030517578,79.16000366210938,80.55000305175781,78.3031234741211,724300
2019-01-11,80.0,80.80000305175781,79.58999633789062,80.69999694824219,78.44892120361328,731000
2019-01-14,80.05000305175781,80.88999938964844,80.05000305175781,80.52999877929688,78.28366088867188,717200
2019-01-15,80.36000061035156,81.2699966430664,80.36000061035156,81.04000091552734,78.7794418334961,477600
2019-01-16,81.4000015258789,83.16999816894531,81.01000213623047,82.95999908447266,80.64588165283203,940900
2019-01-17,82.94999694824219,83.30000305175781,82.13999938964844,82.44000244140625,80.14039611816406,628800
2019-01-18,82.9000015258789,83.80999755859375,82.44000244140625,83.13999938964844,80.82086944580078,684800
2019-01-22,83.01000213623047,83.83999633789062,82.37999725341797,83.4000015258789,81.07361602783203,987400
2019-01-23,83.54000091552734,84.83000183105469,83.38999938964844,84.7300033569336,82.36651611328125,731700
2019-01-24,84.4800033569336,85.08000183105469,84.2300033569336,84.98999786376953,82.61924743652344,1004100
2019-01-25,85.69999694824219,86.11000061035156,85.19000244140625,85.69000244140625,83.29973602294922,760400
2019-01-28,85.11000061035156,86.08000183105469,84.70999908447266,86.06999969482422,83.66913604736328,594500
2019-01-29,86.1500015258789,86.37000274658203,85.41999816894531,85.80999755859375,83.41639709472656,1294800
2019-01-30,85.02999877929688,87.9800033569336,83.91000366210938,86.69000244140625,84.27184295654297,1365100
2019-01-31,86.37999725341797,88.16000366210938,86.0999984741211,88.04000091552734,85.58418273925781,790800
2019-02-01,88.04000091552734,88.69000244140625,86.8499984741211,87.37999725341797,84.94258880615234,715400
2019-02-04,87.41000366210938,87.44000244140625,85.88999938964844,86.95999908447266,84.53430938720703,820800
2019-02-05,87.05999755859375,87.05999755859375,86.11000061035156,86.80999755859375,84.38848876953125,684700
2019-02-06,86.87999725341797,87.12000274658203,86.45999908447266,86.93000030517578,84.50514221191406,478900
2019-02-07,86.52999877929688,86.91000366210938,85.7699966430664,86.81999969482422,84.39822387695312,610300
2019-02-08,86.55999755859375,87.08999633789062,85.81999969482422,87.05999755859375,84.63152313232422,523600
2019-02-11,87.27999877929688,87.38999938964844,86.38999938964844,86.69999694824219,84.28156280517578,556900
