Date,Open,High,Low,Close,Adj Close,Volume
2018-12-31,91.76000213623047,92.87000274658203,91.01000213623047,92.72000122070312,89.87150573730469,716000
2019-01-02,92.29000091552734,92.8499984741211,89.19000244140625,89.8499984741211,87.08967590332031,815500
2019-01-03,89.87000274658203,91.52999877929688,89.7699966430664,90.52999877929688,87.74878692626953,628900
2019-01-04,90.16999816894531,92.12999725341797,90.16999816894531,91.69000244140625,88.87315368652344,466600
2019-01-07,91.47000122070312,92.12000274658203,90.68000030517578,91.0199966430664,88.22372436523438,569400
2019-01-08,90.97000122070312,92.31999969482422,90.94999694824219,92.20999908447266,89.37716674804688,1251800
2019-01-09,92.19999694824219,92.6500015258789,90.38999938964844,90.69999694824219,87.91356658935547,571600
2019-01-10,90.70999908447266,92.62000274658203,90.41999816894531,92.41999816894531,89.5807113647461,800100
2019-01-11,92.79000091552734,92.79000091552734,91.43000030517578,91.9000015258789,89.07669830322266,542000
2019-01-14,91.58999633789062,92.01000213623047,90.69999694824219,91.33999633789062,88.53390502929688,804000
2019-01-15,90.80000305175781,93.0999984741211,90.80000305175781,92.61000061035156,89.764892578125,440200
2019-01-16,92.72000122070312,94.47000122070312,92.55999755859375,94.36000061035156,91.46112060546875,780400
2019-01-17,94.20999908447266,95.1500015258789,94.06999969482422,94.98999786376953,92.07176208496094,666600
2019-01-18,95.08000183105469,95.56999969482422,94.7699966430664,95.43000030517578,92.49825286865234,384200
2019-01-22,95.19999694824219,95.7300033569336,94.30999755859375,95.19999694824219,92.27530670166016,543900
2019-01-23,95.47000122070312,96.3499984741211,95.37999725341797,96.16000366210938,93.20582580566406,429500
2019-01-24,96.43000030517578,97.08000183105469,95.73999786376953,96.66999816894531,93.70014190673828,683300
2019-01-25,96.5199966430664,96.5199966430664,94.63999938964844,94.83000183105469,91.91669464111328,536400
2019-01-28,94.94000244140625,95.0199966430664,93.97000122070312,94.33000183105469,91.43204498291016,386700
2019-01-29,94.69999694824219,95.37000274658203,93.9000015258789,94.77999877929688,91.86820983886719,398200
2019-01-30,94.52999877929688,95.88999938964844,94.23999786376953,95.48999786376953,92.55641174316406,685900
2019-01-31,95.47000122070312,97.9000015258789,95.30999755859375,97.62999725341797,94.63065338134766,689600
2019-02-01,97.20999908447266,97.72000122070312,96.31999969482422,97.22000122070312,94.23324584960938,792800
