Date,Open,High,Low,Close,Adj Close,Volume
2018-12-31,65.2699966430664,66.72000122070312,65.2699966430664,66.33999633789062,60.82300567626953,2760400
2019-01-02,65.2699966430664,69.23999786376953,65.06999969482422,67.80000305175781,62.16159439086914,6323900
2019-01-03,67.23999786376953,68.02999877929688,66.05000305175781,66.37000274658203,60.85051727294922,3885900
2019-01-04,67.37999725341797,67.47000122070312,65.08999633789062,66.41000366210938,60.88719177246094,3749600
2019-01-07,66.69999694824219,69.55000305175781,65.91000366210938,68.01000213623047,62.354129791259766,3578100
2019-01-08,68.87000274658203,69.48999786376953,67.0199966430664,69.18000030517578,63.42683410644531,3278500
2019-01-09,69.55999755859375,70.87000274658203,68.4000015258789,69.9000015258789,64.08695220947266,4238300
2019-01-10,63.150001525878906,66.68000030517578,62.56999969482422,66.54000091552734,61.006378173828125,11174000
2019-01-11,66.61000061035156,67.98999786376953,66.16999816894531,67.2699966430664,61.6756706237793,3425000
2019-01-14,66.76000213623047,67.79000091552734,66.20999908447266,66.63999938964844,61.098060607910156,2796500
2019-01-15,66.62000274658203,67.37999725341797,66.05000305175781,67.26000213623047,61.66649627685547,2086000
2019-01-16,66.66000366210938,67.5199966430664,66.1500015258789,67.45999908447266,61.8498649597168,2604900
2019-01-17,67.18000030517578,68.88999938964844,66.87000274658203,68.83999633789062,63.1151008605957,2263000
2019-01-18,69.38999938964844,70.37000274658203,69.25,69.94999694824219,64.1327896118164,2596000
2019-01-22,69.72000122070312,71.45999908447266,68.87999725341797,69.30000305175781,63.53685760498047,5502200
2019-01-23,69.69999694824219,69.8499984741211,67.83999633789062,69.48999786376953,63.7110481262207,2385700
2019-01-24,69.44999694824219,69.44999694824219,67.5199966430664,68.33999633789062,62.656681060791016,2544200
2019-01-25,69.08000183105469,70.69999694824219,68.44000244140625,70.69999694824219,64.82041931152344,2277900
2019-01-28,69.91999816894531,69.98999786376953,68.98999786376953,69.43000030517578,63.656036376953125,2304300
2019-01-29,69.18000030517578,69.76000213623047,67.98999786376953,69.55999755859375,63.77522277832031,2251700
2019-01-30,69.97000122070312,70.0,68.12999725341797,69.0999984741211,63.35348129272461,2349300
2019-01-31,68.87000274658203,69.25,67.95999908447266,68.69000244140625,62.97758102416992,3370300
2019-02-01,68.83999633789062,68.83999633789062,66.27999877929688,66.69000244140625,61.14390182495117,3854500
