Symbol,Buy_price,Net_wealth,Profit_ratio,Name,Sector
BIIB,234.4199981689453,-106.33999633789062,-45.363022424926356,Biogen Inc.,Health Care
BIO,308.80999755859375,104.85998535156256,33.95614979455656,Bio-Rad Laboratories,Health Care
BKNG,1856.22998046875,116.2498779296875,6.262687229107848,Booking Holdings Inc,Consumer Discretionary
BKR,25.31999969482422,-1.7699995040893501,-6.990519452696377,Baker Hughes Co,Energy
BK,47.31000137329102,-15.680000305175774,-33.14309839362625,The Bank of New York Mellon,Financials
BLK,463.0400085449219,35.20004272460943,7.601944124703966,BlackRock,Financials
BLL,68.88999938964844,-9.069999694824219,-13.165916352420664,Ball Corp,Materials
BMY,47.7400016784668,11.560001373291023,24.214497207496287,Bristol-Myers Squibb,Health Care
BR,123.52999877929688,7.8300018310546875,6.338542789953435,Broadridge Financial Solutions,Information Technology
BSX,38.650001525878906,3.599994659423814,9.314345452259202,Boston Scientific,Health Care
BWA,42.650001525878906,-3.9999980926513885,-9.378658732812223,BorgWarner,Consumer Discretionary
BXP,135.86000061035156,-12.709976196289091,-9.355201044596994,Boston Properties,Real Estate
CAG,30.1299991607666,1.740001678466804,5.774980839470202,Conagra Brands,Consumer Staples
CAH,50.4000015258789,-8.490001678466797,-16.845240915533374,Cardinal Health Inc.,Health Care
CAT,140.69000244140622,-39.860000610351534,-28.33179324661125,Caterpillar Inc.,Industrials
CBOE,97.4800033569336,15.790000915527358,16.198194882811563,Cboe Global Markets,Financials
CBRE,50.56999969482422,-3.3700027465820384,-6.66403552880969,CBRE Group,Real Estate
CB,155.83999633789062,-16.25999450683595,-10.433774954396947,Chubb Limited,Financials
CCI,127.8499984741211,-0.3300018310546733,-0.2581164137608269,Crown Castle International Corp.,Real Estate
CCL,57.33000183105469,-14.34999561309815,-25.030516579061057,Carnival Corp.,Consumer Discretionary
CDNS,68.41000366210939,20.959999084472628,30.63879251929035,Cadence Design Systems,Information Technology
CDW,105.36000061035156,27.440017700195312,26.044056132531328,CDW,Information Technology
CERN,68.73999786376953,2.9199981689453125,4.2478880705411575,Cerner,Health Care
CE,106.20999908447266,24.460006713867173,23.029853050288835,Celanese,Materials
CFG,36.02999877929688,-3.129999160766591,-8.687203071916597,Citizens Financial Group,Financials
CF,42.959999084472656,-8.819999694824222,-20.530725984144862,CF Industries Holdings Inc,Materials
CHD,76.83999633789062,-4.959983825683594,-6.454950627369789,Church & Dwight,Consumer Staples
CHRW,90.97000122070312,-22.870010375976562,-25.14016716399885,C. H. Robinson Worldwide,Industrials
CHTR,412.5,132.45999145507812,32.11151308001894,Charter Communications,Communication Services
CINF,106.6999969482422,-4.620002746582031,-4.329899605173458,Cincinnati Financial,Financials
CI,159.6699981689453,17.88000488281253,11.1980992596329,CIGNA Corp.,Health Care
CLX,157.1199951171875,48.63999938964844,30.95723071616088,The Clorox Company,Consumer Staples
CL,74.06999969482422,-4.1100006103515625,-5.548806031166699,Colgate-Palmolive,Consumer Staples
